,timestamp,hours
696,2017-09-14 17:18:00,6.5
697,2017-09-14 17:25:00,9.5
698,2017-09-14 17:56:00,12.75
699,2017-09-14 18:41:00,5.5
700,2017-09-14 19:58:00,3.5
701,2017-09-14 22:03:00,6.5
702,2017-09-15 02:26:00,3.0
703,2017-09-15 02:28:00,11.0
704,2017-09-15 03:16:00,3.0
705,2017-09-15 06:23:00,12.5
706,2017-09-15 16:38:00,4.5
707,2017-09-15 16:41:00,5.0
708,2017-09-15 16:59:00,6.5
709,2017-09-15 17:14:00,7.0
710,2017-09-15 18:18:00,6.5
711,2017-09-15 18:38:00,6.5
712,2017-09-15 18:56:00,7.0
713,2017-09-15 19:43:00,8.5
714,2017-09-16 00:06:00,0.5
715,2017-09-16 01:21:00,3.5
716,2017-09-16 19:38:00,7.25
717,2017-09-16 22:07:00,11.0
718,2017-09-17 18:01:00,12.0
719,2017-09-18 00:16:00,15.0
720,2017-09-18 08:11:00,5.0
721,2017-09-18 10:00:00,5.0
722,2017-09-18 14:09:00,4.5
723,2017-09-18 15:58:00,7.0
724,2017-09-18 16:33:00,6.5
725,2017-09-18 16:37:00,5.75
726,2017-09-18 17:19:00,5.0
727,2017-09-18 17:25:00,2.0
728,2017-09-18 18:51:00,6.0
729,2017-09-18 19:50:00,5.5
730,2017-09-18 21:26:00,4.0
731,2017-09-18 23:04:00,6.0
732,2017-09-19 00:18:00,2.5
